episode,step,x,z,evaded
9,65,278.1657,-30.97594,False
9,66,357.7455,21.34563,False
9,67,407.8986,54.87975,False
9,68,457.6422,88.83875,False
9,69,470.3646,147.5801,False
9,70,484.5927,206.4532,False
9,71,499.6942,263.7294,False
9,72,513.8347,321.2942,False
9,73,527.3896,376.4935,True
9,73,567.1999,353.1616,True
9,73,468.442,344.7277,False
9,74,504.402,382.551,False
9,75,541.9207,423.8777,False
9,76,589.775,476.0532,True
9,76,562.0489,505.1447,True
9,76,601.0014,431.1809,True
9,76,504.5745,465.3281,False
9,77,526.1766,504.1616,True
9,77,494.2523,519.5721,True
9,77,463.9827,489.2935,False
9,78,489.8327,527.7176,True
9,78,441.0905,522.1495,False
9,79,456.0132,576.2054,True
9,79,409.8646,572.589,False
9,80,438.7247,628.059,True
9,80,390.4503,617.3357,True
9,80,351.8657,595.941,True
9,80,451.6705,566.2828,True
9,80,354.3531,537.9623,False
9,81,345.5498,594.7903,False
9,82,370.5117,643.0672,True
9,82,385.5265,600.1656,True
9,82,320.9533,641.1281,True
9,82,280.5718,622.4923,True
9,82,283.2273,570.1713,False
9,83,289.8954,523.8356,False
9,84,302.1796,467.257,False
9,85,322.4523,374.5483,False
9,86,337.0974,301.7074,False
9,87,306.3239,252.1586,False
9,88,278.9008,202.7185,False
9,89,251.981,153.0464,False
